Algo,num_cluster,card,visit_m,seed_g,limits_,dim,sig,ave,objval,bound,x,num_pts,data_points,distance_matrix,Pow_pts_size,distance_matrix_new,chosen,data_added
AdGTSP ,4,3,2,3333,"[1, 1]",2,0.1,0.5,2.484533965,2.484533965,"[1.0, 1.0, -0.0, -0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, -0.0, 1.0]",12,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265; 0.68205 0.466097; 0.379467 0.489942],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.386124 0.290719 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.216706 0.141804 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.269079 0.111311 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.391109 0.130201 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.0150177 0.294303 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.101204 0.302251 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.306932 0.341941 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.259984 0.0600116 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.17054 0.197342 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.147722 0.22167 0.820192; 0.386124 0.216706 0.269079 0.391109 0.0150177 0.101204 0.306932 0.259984 0.17054 0.147722 Inf 0.303521 0.826098; 0.290719 0.141804 0.111311 0.130201 0.294303 0.302251 0.341941 0.0600116 0.197342 0.22167 0.303521 Inf 0.619708; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 0.826098 0.619708 Inf],4095,[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.386124 0.290719 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.216706 0.141804 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.269079 0.111311 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.391109 0.130201 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.0150177 0.294303 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.101204 0.302251 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.306932 0.341941 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.259984 0.0600116 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.17054 0.197342 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.147722 0.22167 0.820192; 0.386124 0.216706 0.269079 0.391109 0.0150177 0.101204 0.306932 0.259984 0.17054 0.147722 Inf 0.303521 0.826098; 0.290719 0.141804 0.111311 0.130201 0.294303 0.302251 0.341941 0.0600116 0.197342 0.22167 0.303521 Inf 0.619708; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 0.826098 0.619708 Inf],"Any[[0.447272, 0.772643], [0.479397, 0.389332], [0.673547, 0.478475], [0.656144, 0.368265], [0.590442, 0.759039], [0.555085, 0.579955], [0.583639, 0.576265], [0.68205, 0.466097]]",9_13_2
AdMST ,5,2,1,3333,"[1, 1]",2,0.1,0.5,0.259120068,0.259120068,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf],1023,0,"Any[[0.447272, 0.772643], [0.424508, 0.388151], [0.673547, 0.478475], [0.590442, 0.759039], [0.555085, 0.579955]]",9_13_2
AdNNnew ,5,2,1,3333,"[1, 1]",2,0.1,0.5,0.603617306,0.603617306,"[1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 0.0, 1.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf],1023,0,"Any[[0.447272, 0.772643], [0.298884, 0.387674], [0.656144, 0.368265], [0.590442, 0.759039], [0.583639, 0.576265]]",9_13_2
AdGTSP ,5,2,1,3333,"[1, 1]",2,0.1,0.5,2.187550731,2.187550731,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.820192; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 Inf],1023,[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.820192; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 Inf],"Any[[0.447272, 0.772643], [0.424508, 0.388151], [0.673547, 0.478475], [0.590442, 0.759039], [0.555085, 0.579955]]",9_13_2
AdMST ,5,2,1,3333,"[1, 1]",2,0.1,0.5,0.259120068,0.259120068,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf],1023,0,"Any[[0.447272, 0.772643], [0.424508, 0.388151], [0.673547, 0.478475], [0.590442, 0.759039], [0.555085, 0.579955]]",9_13_2
AdNNnew ,5,2,1,3333,"[1, 1]",2,0.1,0.5,0.603617306,0.603617306,"[1.0, -0.0, 0.0, 1.0, 0.0, 1.0, 1.0, -0.0, 0.0, 1.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf],1023,0,"Any[[0.447272, 0.772643], [0.298884, 0.387674], [0.656144, 0.368265], [0.590442, 0.759039], [0.583639, 0.576265]]",9_13_2
AdGTSP ,5,2,1,3333,"[1, 1]",2,0.1,0.5,2.187550731,2.187550731,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",10,[0.447272 0.772643; 0.479397 0.389332; 0.424508 0.388151; 0.298884 0.387674; 0.673547 0.478475; 0.656144 0.368265; 0.590442 0.759039; 0.422676 0.448296; 0.555085 0.579955; 0.583639 0.576265],[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.820192; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 Inf],1023,[Inf 0.384656 0.385166 0.412577 0.371127 0.455137 0.143815 0.325279 0.2208 0.239083 0.892765; 0.384656 Inf 0.0549013 0.18052 0.213638 0.177999 0.386024 0.0818168 0.2051 0.214034 0.617576; 0.385166 0.0549013 Inf 0.125625 0.264914 0.232488 0.406315 0.0601728 0.232033 0.246393 0.575211; 0.412577 0.18052 0.125625 Inf 0.385509 0.357787 0.472141 0.137838 0.320329 0.341543 0.489513; 0.371127 0.213638 0.264914 0.385509 Inf 0.111576 0.292613 0.25268 0.155985 0.132839 0.826199; 0.455137 0.177999 0.232488 0.357787 0.111576 Inf 0.396259 0.246804 0.234575 0.220275 0.752425; 0.143815 0.386024 0.406315 0.472141 0.292613 0.396259 Inf 0.353138 0.182541 0.182901 0.961645; 0.325279 0.0818168 0.0601728 0.137838 0.25268 0.246804 0.353138 Inf 0.186725 0.205634 0.616136; 0.2208 0.2051 0.232033 0.320329 0.155985 0.234575 0.182541 0.186725 Inf 0.0287911 0.802787; 0.239083 0.214034 0.246393 0.341543 0.132839 0.220275 0.182901 0.205634 0.0287911 Inf 0.820192; 0.892765 0.617576 0.575211 0.489513 0.826199 0.752425 0.961645 0.616136 0.802787 0.820192 Inf],"Any[[0.447272, 0.772643], [0.424508, 0.388151], [0.673547, 0.478475], [0.590442, 0.759039], [0.555085, 0.579955]]",9_13_2
AdMST ,4,3,1,4444,"[1, 1]",2,0.1,0.5,0.24638079,0.24638079,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",12,[0.478153 0.517748; 0.386445 0.566254; 0.468492 0.581246; 0.306235 0.442296; 0.523261 0.561571; 0.655201 0.374159; 0.283265 0.677207; 0.57125 0.473863; 0.556771 0.490952; 0.70974 0.408683; 0.52584 0.517872; 0.589986 0.672918],[Inf 0.103746 0.0642284 0.187747 0.0628896 0.227955 0.251811 0.102922 0.0830585 0.255983 0.0476862 0.191271; 0.103746 Inf 0.0834054 0.147646 0.136896 0.330349 0.151515 0.206613 0.186229 0.35965 0.147552 0.229796; 0.0642284 0.0834054 Inf 0.213622 0.0581953 0.278828 0.208609 0.148628 0.126278 0.296611 0.0854688 0.1522; 0.187747 0.147646 0.213622 Inf 0.247642 0.355556 0.236032 0.266889 0.255217 0.404903 0.232246 0.365652; 0.0628896 0.136896 0.0581953 0.247642 Inf 0.229197 0.266402 0.0999782 0.0781662 0.241141 0.0437748 0.12981; 0.227955 0.330349 0.278828 0.355556 0.229197 Inf 0.479765 0.13034 0.152739 0.0645473 0.193359 0.305794; 0.251811 0.151515 0.208609 0.236032 0.266402 0.479765 Inf 0.35254 0.330903 0.503971 0.290224 0.306751; 0.102922 0.206613 0.148628 0.266889 0.0999782 0.13034 0.35254 Inf 0.0223983 0.153061 0.0632371 0.199935; 0.0830585 0.186229 0.126278 0.255217 0.0781662 0.152739 0.330903 0.0223983 Inf 0.173689 0.0410054 0.184973; 0.255983 0.35965 0.296611 0.404903 0.241141 0.0645473 0.503971 0.153061 0.173689 Inf 0.213873 0.290106; 0.0476862 0.147552 0.0854688 0.232246 0.0437748 0.193359 0.290224 0.0632371 0.0410054 0.213873 Inf 0.167792; 0.191271 0.229796 0.1522 0.365652 0.12981 0.305794 0.306751 0.199935 0.184973 0.290106 0.167792 Inf],4095,0,"Any[[0.478153, 0.517748], [0.306235, 0.442296], [0.283265, 0.677207], [0.70974, 0.408683]]",9_13_2
AdNNnew ,4,3,1,4444,"[1, 1]",2,0.1,0.5,0.556417908,0.556417908,"[-0.0, 1.0, 0.0, 1.0, 0.0, -0.0, 1.0, 0.0, -0.0, 1.0, -0.0, 0.0]",12,[0.478153 0.517748; 0.386445 0.566254; 0.468492 0.581246; 0.306235 0.442296; 0.523261 0.561571; 0.655201 0.374159; 0.283265 0.677207; 0.57125 0.473863; 0.556771 0.490952; 0.70974 0.408683; 0.52584 0.517872; 0.589986 0.672918],[Inf 0.103746 0.0642284 0.187747 0.0628896 0.227955 0.251811 0.102922 0.0830585 0.255983 0.0476862 0.191271; 0.103746 Inf 0.0834054 0.147646 0.136896 0.330349 0.151515 0.206613 0.186229 0.35965 0.147552 0.229796; 0.0642284 0.0834054 Inf 0.213622 0.0581953 0.278828 0.208609 0.148628 0.126278 0.296611 0.0854688 0.1522; 0.187747 0.147646 0.213622 Inf 0.247642 0.355556 0.236032 0.266889 0.255217 0.404903 0.232246 0.365652; 0.0628896 0.136896 0.0581953 0.247642 Inf 0.229197 0.266402 0.0999782 0.0781662 0.241141 0.0437748 0.12981; 0.227955 0.330349 0.278828 0.355556 0.229197 Inf 0.479765 0.13034 0.152739 0.0645473 0.193359 0.305794; 0.251811 0.151515 0.208609 0.236032 0.266402 0.479765 Inf 0.35254 0.330903 0.503971 0.290224 0.306751; 0.102922 0.206613 0.148628 0.266889 0.0999782 0.13034 0.35254 Inf 0.0223983 0.153061 0.0632371 0.199935; 0.0830585 0.186229 0.126278 0.255217 0.0781662 0.152739 0.330903 0.0223983 Inf 0.173689 0.0410054 0.184973; 0.255983 0.35965 0.296611 0.404903 0.241141 0.0645473 0.503971 0.153061 0.173689 Inf 0.213873 0.290106; 0.0476862 0.147552 0.0854688 0.232246 0.0437748 0.193359 0.290224 0.0632371 0.0410054 0.213873 Inf 0.167792; 0.191271 0.229796 0.1522 0.365652 0.12981 0.305794 0.306751 0.199935 0.184973 0.290106 0.167792 Inf],4095,0,"Any[[0.386445, 0.566254], [0.306235, 0.442296], [0.283265, 0.677207], [0.70974, 0.408683]]",9_13_2
AdGTSP ,4,3,1,4444,"[1, 1]",2,0.1,0.5,2.177618371,2.177618371,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",12,[0.478153 0.517748; 0.386445 0.566254; 0.468492 0.581246; 0.306235 0.442296; 0.523261 0.561571; 0.655201 0.374159; 0.283265 0.677207; 0.57125 0.473863; 0.556771 0.490952; 0.70974 0.408683; 0.52584 0.517872; 0.589986 0.672918],[Inf 0.103746 0.0642284 0.187747 0.0628896 0.227955 0.251811 0.102922 0.0830585 0.255983 0.0476862 0.191271 0.704765; 0.103746 Inf 0.0834054 0.147646 0.136896 0.330349 0.151515 0.206613 0.186229 0.35965 0.147552 0.229796 0.685554; 0.0642284 0.0834054 Inf 0.213622 0.0581953 0.278828 0.208609 0.148628 0.126278 0.296611 0.0854688 0.1522 0.746546; 0.187747 0.147646 0.213622 Inf 0.247642 0.355556 0.236032 0.266889 0.255217 0.404903 0.232246 0.365652 0.537964; 0.0628896 0.136896 0.0581953 0.247642 Inf 0.229197 0.266402 0.0999782 0.0781662 0.241141 0.0437748 0.12981 0.76757; 0.227955 0.330349 0.278828 0.355556 0.229197 Inf 0.479765 0.13034 0.152739 0.0645473 0.193359 0.305794 0.754509; 0.251811 0.151515 0.208609 0.236032 0.266402 0.479765 Inf 0.35254 0.330903 0.503971 0.290224 0.306751 0.734063; 0.102922 0.206613 0.148628 0.266889 0.0999782 0.13034 0.35254 Inf 0.0223983 0.153061 0.0632371 0.199935 0.742208; 0.0830585 0.186229 0.126278 0.255217 0.0781662 0.152739 0.330903 0.0223983 Inf 0.173689 0.0410054 0.184973 0.742312; 0.255983 0.35965 0.296611 0.404903 0.241141 0.0645473 0.503971 0.153061 0.173689 Inf 0.213873 0.290106 0.818995; 0.0476862 0.147552 0.0854688 0.232246 0.0437748 0.193359 0.290224 0.0632371 0.0410054 0.213873 Inf 0.167792 0.738037; 0.191271 0.229796 0.1522 0.365652 0.12981 0.305794 0.306751 0.199935 0.184973 0.290106 0.167792 Inf 0.894932; 0.704765 0.685554 0.746546 0.537964 0.76757 0.754509 0.734063 0.742208 0.742312 0.818995 0.738037 0.894932 Inf],4095,[Inf 0.103746 0.0642284 0.187747 0.0628896 0.227955 0.251811 0.102922 0.0830585 0.255983 0.0476862 0.191271 0.704765; 0.103746 Inf 0.0834054 0.147646 0.136896 0.330349 0.151515 0.206613 0.186229 0.35965 0.147552 0.229796 0.685554; 0.0642284 0.0834054 Inf 0.213622 0.0581953 0.278828 0.208609 0.148628 0.126278 0.296611 0.0854688 0.1522 0.746546; 0.187747 0.147646 0.213622 Inf 0.247642 0.355556 0.236032 0.266889 0.255217 0.404903 0.232246 0.365652 0.537964; 0.0628896 0.136896 0.0581953 0.247642 Inf 0.229197 0.266402 0.0999782 0.0781662 0.241141 0.0437748 0.12981 0.76757; 0.227955 0.330349 0.278828 0.355556 0.229197 Inf 0.479765 0.13034 0.152739 0.0645473 0.193359 0.305794 0.754509; 0.251811 0.151515 0.208609 0.236032 0.266402 0.479765 Inf 0.35254 0.330903 0.503971 0.290224 0.306751 0.734063; 0.102922 0.206613 0.148628 0.266889 0.0999782 0.13034 0.35254 Inf 0.0223983 0.153061 0.0632371 0.199935 0.742208; 0.0830585 0.186229 0.126278 0.255217 0.0781662 0.152739 0.330903 0.0223983 Inf 0.173689 0.0410054 0.184973 0.742312; 0.255983 0.35965 0.296611 0.404903 0.241141 0.0645473 0.503971 0.153061 0.173689 Inf 0.213873 0.290106 0.818995; 0.0476862 0.147552 0.0854688 0.232246 0.0437748 0.193359 0.290224 0.0632371 0.0410054 0.213873 Inf 0.167792 0.738037; 0.191271 0.229796 0.1522 0.365652 0.12981 0.305794 0.306751 0.199935 0.184973 0.290106 0.167792 Inf 0.894932; 0.704765 0.685554 0.746546 0.537964 0.76757 0.754509 0.734063 0.742208 0.742312 0.818995 0.738037 0.894932 Inf],"Any[[0.468492, 0.581246], [0.655201, 0.374159], [0.283265, 0.677207], [0.589986, 0.672918]]",9_13_2
AdMST ,5,2,1,4444,"[1, 1]",2,0.1,0.5,0.530766932,0.530766932,"[1.0, -0.0, 1.0, -0.0, 1.0, -0.0, 0.0, 1.0, 1.0, -0.0]",10,[0.478153 0.517748; 0.386445 0.566254; 0.468492 0.581246; 0.306235 0.442296; 0.523261 0.561571; 0.655201 0.374159; 0.283265 0.677207; 0.57125 0.473863; 0.556771 0.490952; 0.70974 0.408683],[Inf 0.103746 0.0642284 0.187747 0.0628896 0.227955 0.251811 0.102922 0.0830585 0.255983; 0.103746 Inf 0.0834054 0.147646 0.136896 0.330349 0.151515 0.206613 0.186229 0.35965; 0.0642284 0.0834054 Inf 0.213622 0.0581953 0.278828 0.208609 0.148628 0.126278 0.296611; 0.187747 0.147646 0.213622 Inf 0.247642 0.355556 0.236032 0.266889 0.255217 0.404903; 0.0628896 0.136896 0.0581953 0.247642 Inf 0.229197 0.266402 0.0999782 0.0781662 0.241141; 0.227955 0.330349 0.278828 0.355556 0.229197 Inf 0.479765 0.13034 0.152739 0.0645473; 0.251811 0.151515 0.208609 0.236032 0.266402 0.479765 Inf 0.35254 0.330903 0.503971; 0.102922 0.206613 0.148628 0.266889 0.0999782 0.13034 0.35254 Inf 0.0223983 0.153061; 0.0830585 0.186229 0.126278 0.255217 0.0781662 0.152739 0.330903 0.0223983 Inf 0.173689; 0.255983 0.35965 0.296611 0.404903 0.241141 0.0645473 0.503971 0.153061 0.173689 Inf],1023,0,"Any[[0.478153, 0.517748], [0.468492, 0.581246], [0.523261, 0.561571], [0.57125, 0.473863], [0.556771, 0.490952]]",9_13_2
